dataset,selector,algorithm,selection_value,k_features,epoch,split,train_loss
madelon,concrete_autoencoder,ConcreteAutoencoder,60,60,99,validation,845.3645629882812
madelon,concrete_autoencoder,ConcreteAutoencoder,60,60,100,validation,839.3651733398438
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,1,train,32416.73828125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,2,train,913.7542114257812
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,3,train,915.4822387695312
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,4,train,916.6744384765625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,5,train,917.4281005859375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,6,train,919.337890625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,7,train,918.8198852539062
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,8,train,919.8804931640625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,9,train,920.7430419921875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,10,train,921.4640502929688
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,11,train,921.97412109375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,12,train,923.7689208984375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,13,train,924.3292846679688
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,14,train,923.5668334960938
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,15,train,924.601806640625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,16,train,925.7839965820312
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,17,train,927.1939697265625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,18,train,927.0269165039062
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,19,train,929.38623046875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,20,train,927.2200317382812
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,21,train,928.6898193359375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,22,train,930.2911987304688
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,23,train,930.4445190429688
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,24,train,931.5040893554688
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,25,train,929.7404174804688
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,26,train,929.4146728515625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,27,train,930.45556640625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,28,train,932.9542236328125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,29,train,930.8137817382812
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,30,train,930.0244140625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,31,train,932.5503540039062
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,32,train,931.2134399414062
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,33,train,933.3091430664062
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,34,train,932.577392578125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,35,train,931.5347290039062
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,36,train,932.7950439453125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,37,train,932.1889038085938
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,38,train,935.142822265625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,39,train,930.4237060546875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,40,train,931.3978881835938
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,41,train,930.3541259765625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,42,train,928.2449340820312
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,43,train,924.107421875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,44,train,916.1611938476562
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,45,train,910.8399047851562
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,46,train,902.1387939453125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,47,train,899.9215087890625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,48,train,895.824462890625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,49,train,886.8739013671875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,50,train,886.7628784179688
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,51,train,877.3226928710938
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,52,train,879.1713256835938
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,53,train,877.9092407226562
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,54,train,863.8345336914062
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,55,train,864.079833984375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,56,train,851.266845703125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,57,train,859.396728515625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,58,train,857.8287963867188
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,59,train,849.9776000976562
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,60,train,859.4848022460938
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,61,train,850.21826171875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,62,train,845.4140014648438
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,63,train,851.0963745117188
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,64,train,848.5856323242188
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,65,train,841.734130859375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,66,train,831.5557861328125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,67,train,838.888671875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,68,train,833.7738037109375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,69,train,835.3988647460938
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,70,train,833.32763671875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,71,train,825.7569580078125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,72,train,821.3553466796875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,73,train,828.07958984375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,74,train,819.7692260742188
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,75,train,820.0630493164062
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,76,train,818.5074462890625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,77,train,822.1571044921875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,78,train,818.36865234375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,79,train,816.9248657226562
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,80,train,821.6065673828125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,81,train,815.4971923828125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,82,train,805.7679443359375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,83,train,805.509765625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,84,train,808.34228515625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,85,train,803.9544677734375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,86,train,804.1455078125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,87,train,803.1983642578125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,88,train,800.1293334960938
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,89,train,797.4730224609375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,90,train,805.9259643554688
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,91,train,798.633544921875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,92,train,792.5421142578125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,93,train,791.9788208007812
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,94,train,797.630615234375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,95,train,797.448974609375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,96,train,796.81884765625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,97,train,795.3488159179688
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,98,train,787.4797973632812
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,99,train,787.0226440429688
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,100,train,793.3058471679688
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,1,validation,1363.6513671875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,2,validation,1402.7042236328125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,3,validation,1464.57470703125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,4,validation,1653.8311767578125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,5,validation,1735.52294921875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,6,validation,1763.91796875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,7,validation,2008.6640625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,8,validation,1998.320068359375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,9,validation,2080.218017578125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,10,validation,1975.421630859375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,11,validation,1962.427978515625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,12,validation,2003.55712890625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,13,validation,1996.2012939453125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,14,validation,2000.5797119140625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,15,validation,1986.3905029296875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,16,validation,1987.87109375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,17,validation,1987.9031982421875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,18,validation,1992.43359375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,19,validation,1988.54833984375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,20,validation,1938.3743896484375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,21,validation,1935.597900390625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,22,validation,1980.335205078125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,23,validation,1948.9969482421875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,24,validation,1936.179443359375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,25,validation,1933.5921630859375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,26,validation,1929.8984375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,27,validation,1842.1468505859375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,28,validation,1828.3397216796875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,29,validation,1794.7606201171875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,30,validation,1814.341552734375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,31,validation,1818.1148681640625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,32,validation,1810.1947021484375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,33,validation,1791.0562744140625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,34,validation,1730.9481201171875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,35,validation,1668.0374755859375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,36,validation,1633.807861328125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,37,validation,1622.552001953125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,38,validation,1621.2491455078125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,39,validation,1576.6278076171875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,40,validation,1469.5716552734375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,41,validation,1457.458740234375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,42,validation,1422.1326904296875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,43,validation,1383.205322265625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,44,validation,1389.2569580078125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,45,validation,1358.69287109375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,46,validation,1349.8297119140625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,47,validation,1353.4765625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,48,validation,1377.9981689453125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,49,validation,1346.9072265625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,50,validation,1324.95068359375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,51,validation,1334.5758056640625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,52,validation,1285.8023681640625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,53,validation,1277.7586669921875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,54,validation,1257.967529296875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,55,validation,1217.44091796875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,56,validation,1213.2095947265625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,57,validation,1210.21142578125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,58,validation,1193.023193359375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,59,validation,1172.665283203125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,60,validation,1177.3668212890625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,61,validation,1169.749267578125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,62,validation,1166.0389404296875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,63,validation,1140.1964111328125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,64,validation,1129.439697265625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,65,validation,1127.6236572265625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,66,validation,1142.446044921875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,67,validation,1117.7354736328125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,68,validation,1011.6724853515625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,69,validation,1017.9038696289062
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,70,validation,1003.525146484375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,71,validation,992.0935668945312
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,72,validation,1083.6922607421875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,73,validation,1070.2598876953125
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,74,validation,977.8473510742188
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,75,validation,949.17724609375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,76,validation,971.064208984375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,77,validation,954.978271484375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,78,validation,935.9677734375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,79,validation,933.5299072265625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,80,validation,966.357421875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,81,validation,979.4721069335938
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,82,validation,982.623779296875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,83,validation,913.4110107421875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,84,validation,907.9722290039062
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,85,validation,912.2897338867188
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,86,validation,909.8140258789062
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,87,validation,910.2890625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,88,validation,917.2672729492188
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,89,validation,899.20849609375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,90,validation,908.8936157226562
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,91,validation,900.4136352539062
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,92,validation,897.2261962890625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,93,validation,893.1015625
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,94,validation,903.7011108398438
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,95,validation,895.9896240234375
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,96,validation,897.4671020507812
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,97,validation,890.6958618164062
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,98,validation,891.262451171875
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,99,validation,882.6317749023438
madelon,concrete_autoencoder,ConcreteAutoencoder,30,30,100,validation,883.180908203125
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,1,train,79802.578125
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,2,train,2442.048095703125
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,3,train,919.7521362304688
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,4,train,910.4218139648438
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,5,train,910.3583984375
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,6,train,910.48193359375
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,7,train,910.6240844726562
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,8,train,911.1490478515625
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,9,train,911.403076171875
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,10,train,911.7084350585938
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,11,train,911.6090698242188
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,12,train,911.6807861328125
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,13,train,911.8936157226562
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,14,train,912.2861328125
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,15,train,912.5977783203125
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,16,train,912.8076171875
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,17,train,912.6747436523438
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,18,train,913.3414306640625
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,19,train,913.7468872070312
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,20,train,913.7211303710938
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,21,train,914.0738525390625
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,22,train,914.4197998046875
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,23,train,914.6101684570312
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,24,train,914.6923828125
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,25,train,915.0155029296875
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,26,train,914.7435302734375
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,27,train,916.0382690429688
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,28,train,916.4354248046875
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,29,train,917.2094116210938
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,30,train,917.066650390625
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,31,train,917.116943359375
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,32,train,918.853515625
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,33,train,918.6690063476562
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,34,train,921.8402709960938
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,35,train,923.10693359375
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,36,train,925.1691284179688
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,37,train,927.0023803710938
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,38,train,931.08837890625
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,39,train,930.178466796875
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,40,train,934.384521484375
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,41,train,937.9443969726562
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,42,train,945.2113037109375
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,43,train,946.5198974609375
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,44,train,949.8812255859375
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,45,train,952.4777221679688
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,46,train,959.5269775390625
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,47,train,969.7874755859375
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,48,train,966.4695434570312
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,49,train,974.8949584960938
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,50,train,972.838134765625
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,51,train,986.6961669921875
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,52,train,983.500244140625
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,53,train,987.298583984375
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,54,train,994.704833984375
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,55,train,988.2011108398438
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,56,train,995.0036010742188
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,57,train,987.3152465820312
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,58,train,998.0444946289062
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,59,train,997.6575927734375
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,60,train,1000.2083740234375
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,61,train,1003.5713500976562
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,62,train,1008.0048217773438
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,63,train,999.583740234375
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,64,train,994.025634765625
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,65,train,1001.4569091796875
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,66,train,998.2750244140625
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,67,train,1002.9427490234375
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,68,train,1008.6052856445312
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,69,train,998.7813720703125
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,70,train,1007.3140869140625
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,71,train,1007.3023681640625
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,72,train,1017.8718872070312
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,73,train,1011.9745483398438
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,74,train,1011.0953369140625
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,75,train,1009.287353515625
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,76,train,1011.88427734375
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,77,train,1008.84521484375
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,78,train,1011.1019287109375
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,79,train,1013.9008178710938
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,80,train,1010.0816040039062
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,81,train,1009.9419555664062
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,82,train,1012.8103637695312
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,83,train,999.9027099609375
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,84,train,1016.833984375
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,85,train,1005.02587890625
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,86,train,1018.7222290039062
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,87,train,1001.4642944335938
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,88,train,1015.1932983398438
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,89,train,1009.2733154296875
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,90,train,1001.9063720703125
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,91,train,1004.5783081054688
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,92,train,1002.3308715820312
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,93,train,998.0948486328125
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,94,train,1004.0828857421875
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,95,train,1002.3209228515625
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,96,train,993.4274291992188
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,97,train,998.6651000976562
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,98,train,997.9978637695312
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,99,train,998.16796875
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,100,train,1005.86767578125
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,1,validation,6174.24072265625
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,2,validation,1469.748779296875
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,3,validation,1570.8475341796875
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,4,validation,1575.58154296875
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,5,validation,1581.4246826171875
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,6,validation,1580.695556640625
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,7,validation,1578.5177001953125
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,8,validation,1461.33642578125
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,9,validation,1498.15478515625
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,10,validation,1483.8892822265625
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,11,validation,1478.0357666015625
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,12,validation,1481.03564453125
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,13,validation,1627.4261474609375
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,14,validation,1625.6063232421875
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,15,validation,1546.708251953125
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,16,validation,1568.172607421875
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,17,validation,1563.2996826171875
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,18,validation,1565.696044921875
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,19,validation,1592.368896484375
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,20,validation,1479.72705078125
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,21,validation,1641.0150146484375
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,22,validation,1770.4830322265625
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,23,validation,1679.587890625
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,24,validation,1684.2476806640625
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,25,validation,1679.000244140625
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,26,validation,1754.800048828125
madelon,concrete_autoencoder,ConcreteAutoencoder,10,10,27,validation,1613.2479248046875
